"Taylor3rdDerivative_time","Taylor3rdDerivative_energyChange"
184750800,0.9407145964
184933360,0.9407198424
185115920,0.9407233047
185298480,0.9407248434
185481040,0.9407276016
185663600,0.9407300007
185846160,0.9407353081
186028720,0.9407393818
186211280,0.940740622
186393840,0.9407433485
186576400,0.9407453212
186758960,0.940750133
186941520,0.9407545543
187124080,0.9407557568
187306640,0.9407561263
187489200,0.9407590529
187671760,0.9407627172
187854320,0.9407675432
188036880,0.9407694168
188219440,0.940770393
188402000,0.9407725066
188584560,0.9408211509
188767120,0.9407787497
188949680,0.940783454
189132240,0.9407845864
189314800,0.9407851246
189497360,0.940787805
189679920,0.9407915908
189862480,0.9407966282
190045040,0.9407979561
190227600,0.9407988949
190410160,0.940801177
190592720,0.9408047474
190775280,0.9408077318
190957840,0.9408121447
191140400,0.9408128393
191322960,0.9408145945
191505520,0.940816312
191688080,0.940820421
191870640,0.9408255085
192053200,0.940826485
192235760,0.9408267024
192418320,0.9408295196
192600880,0.9408336525
192783440,0.9408388394
192966000,0.9408391679
193148560,0.9408401211
193331120,0.9408426486
193513680,0.9408462136
193696240,0.9408501759
193878800,0.9408524677
194061360,0.940853318
194243920,0.9408557693
194426480,0.9408578181
194609040,0.9408633129
194791600,0.9408669899
194974160,0.9408669978
195156720,0.9408941157
195339280,0.9408710216
195521840,0.9408758529
195704400,0.9408797406
195886960,0.9409037755
196069520,0.9408808681
196252080,0.9408841481
196434640,0.9408891117
196617200,0.9409047736
196799760,0.9408924072
196982320,0.9408941806
197164880,0.940897323
197347440,0.9409017705
197530000,0.940905324
197712560,0.9409056826
197895120,0.9409074317
198077680,0.9409103211
198260240,0.9409133184
198442800,0.9409187568
198625360,0.9409193467
198807920,0.9409207028
198990480,0.9409222406
199173040,0.9409261685
199355600,0.940931945
199538160,0.9409331374
199720720,0.9409328181
199903280,0.9409355459
200085840,0.9409399603
200268400,0.9409453068
200450960,0.9409451206
200633520,0.9409457782
200816080,0.9409489174
200998640,0.9409539911
201181200,0.9409579848
201363760,0.9409565537
201546320,0.9409587566
201728880,0.9409625017
201911440,0.9409679401
202094000,0.9409702776
202276560,0.9409692279
202459120,0.9409718304
202641680,0.9409758349
202824240,0.9409817102
203006800,0.9409816543
203189360,0.9409818582
203371920,0.9409847342
203554480,0.9409893912
203737040,0.9409944412
203919600,0.9409931157
204102160,0.940994695
204284720,0.9409973899
204467280,0.9410019605
204649840,0.9410053805
204832400,0.9410048678
205014960,0.9410066274
205197520,0.9410095719
205380080,0.941014857
205562640,0.9410171647
205745200,0.9410167604
205927760,0.9410189019
206110320,0.941022244
206292880,0.9410280156
206475440,0.9410285861
206658000,0.9410286429
206840560,0.9410307346
207023120,0.9410343265
207205680,0.941038329
207388240,0.9410406526
207570800,0.9410402398
207753360,0.9410409387
207935920,0.9410438107
208118480,0.9410484889
208301040,0.9410529942
208483600,0.9410511724
208666160,0.9410525897
208848720,0.9410549937
209031280,0.9410575172
209213840,0.9410629358
209396400,0.9410630098
209578960,0.9410621115
209761520,0.9410640213
209944080,0.9410669001
210126640,0.9410708362
210309200,0.9410741001
210491760,0.9410730074
210674320,0.9410744178
210856880,0.9410760621
211039440,0.9410804661
211222000,0.9410850487
211404560,0.941083618
211587120,0.94108404
211769680,0.9410866447
211952240,0.9410913677
212134800,0.941095533
212317360,0.9410931606
212499920,0.9410945905
212682480,0.9410970718
212865040,0.9411012045
213047600,0.941105411
213230160,0.9411038871
213412720,0.9411047388
213595280,0.9411059274
213777840,0.9411094553
213960400,0.9411153432
214142960,0.9411151653
214325520,0.9411140265
214508080,0.9411157292
214690640,0.941118263
214873200,0.9411222252
215055760,0.9411258739
215238320,0.9411241941
215420880,0.941124471
215603440,0.9411267223
215786000,0.9411307372
215968560,0.9411350599
216151120,0.9411331713
216333680,0.941133971
216516240,0.9411360278
216698800,0.9411389458
216881360,0.9411448238
217063920,0.9411431302
217246480,0.9411425768
217429040,0.9411444326
217611600,0.9411473578
217794160,0.9411523524
217976720,0.9411524135
218159280,0.9411516902
218341840,0.9411525296
218524400,0.9411552992
218706960,0.9411610476
218889520,0.9411605805
219072080,0.9411598067
219254640,0.9411613154
219437200,0.9411631559
219619760,0.9411685587
219802320,0.9411699695
219984880,0.9411679171
220167440,0.9411692577
220350000,0.9411715889
220532560,0.9411758848
220715120,0.9411790555
220897680,0.9411770606
221080240,0.9411775341
221262800,0.9411796654
221445360,0.9411835857
221627920,0.9411882094
221810480,0.941185625
221993040,0.9411859681
222175600,0.9411871988
222358160,0.9411903916
222540720,0.9411965819
222723280,0.9411942311
222905840,0.9411938673
223088400,0.9411952607
223270960,0.9411968517
223453520,0.9412022858
223636080,0.941203692
223818640,0.9412012475
224001200,0.9412023571
224183760,0.9412043907
224366320,0.9412080403
224548880,0.9412127948
224731440,0.941209787
224914000,0.9412097594
225096560,0.9412116154
225279120,0.9412150598
225461680,0.9412205692
225644240,0.9412175621
225826800,0.9412176367
226009360,0.9412188181
226191920,0.9412221557
226374480,0.9412286789
226557040,0.941225317
226739600,0.9412252678
226922160,0.9412267378
227104720,0.9412290946
227287280,0.9412356123
227469840,0.9412328145
227652400,0.9412320019
227834960,0.9412334488
228017520,0.9412373638
228200080,0.9412421306
228382640,0.9412401284
228565200,0.9412408216
228747760,0.9412402181
228930320,0.9412429072
229112880,0.9412501489
229295440,0.941246693
229478000,0.94124612
229660560,0.9412688078
229843120,0.9412500418
230025680,0.9412567549
230208240,0.9412527662
230390800,0.941252687
230573360,0.9412542959
230755920,0.9412570326
230938480,0.9412634233
231121040,0.9412595831
231303600,0.9412591948
231486160,0.9412609679
231668720,0.9412650158
231851280,0.9412690296
232033840,0.9412655187
232216400,0.9412662371
232398960,0.9412676061
232581520,0.9412725682
232764080,0.9412748893
232946640,0.9412717227
233129200,0.941272976
233311760,0.9412752413
233494320,0.9412805415
233676880,0.9412800331
233859440,0.941278337
234042000,0.9412789643
234224560,0.9412813188
234407120,0.9412881328
234589680,0.9412852845
234772240,0.9412844094
234954800,0.9412857314
235137360,0.9412881949
235319920,0.9412952149
235502480,0.9412908979
235685040,0.9412904437
235867600,0.9412920289
236050160,0.9412958076
236232720,0.9413006264
236415280,0.9412964768
236597840,0.941296976
236780400,0.9412983062
236962960,0.9413030197
237145520,0.9413107766
237328080,0.9413022904
237510640,0.9413030328
237693200,0.941323728
237875760,0.9413097403
238058320,0.9413114156
238240880,0.9413285765
238423440,0.9413090115
238606000,0.9413110305
238788560,0.9413370531
238971120,0.9413163338
239153680,0.941314338
239336240,0.9413158859
239518800,0.9413172645
239701360,0.9413247445
239883920,0.9413212433
240066480,0.9413200253
240249040,0.9413213511
240431600,0.9413244444
240614160,0.9413311068
240796720,0.9413260387
240979280,0.9413261897
241161840,0.9413272617
241344400,0.9413313311
241526960,0.9413362152
241709520,0.9413314265
241892080,0.9413319038
242074640,0.9413336255
242257200,0.9413563471
242439760,0.9413403448
242622320,0.9413371662
242804880,0.9413379811
242987440,0.9413396172
243170000,0.9413466427
243352560,0.9413443914
243535120,0.9413425479
243717680,0.9413437115
243900240,0.9413463971
244082800,0.9413539274
244265360,0.941348678
244447920,0.9413484121
244630480,0.9413493566
244813040,0.9413527461
244995600,0.9413593967
245178160,0.9413535695
245360720,0.9413538636
245543280,0.9413553391
245725840,0.9413590664
245908400,0.9413638344
246090960,0.9413591171
246273520,0.9413592377
246456080,0.9413608681
246638640,0.9413661787
246821200,0.941367439
247003760,0.9413641662
247186320,0.9413649401
247368880,0.9413665369
247551440,0.9413736971
247734000,0.9413713927
247916560,0.9413692803
248099120,0.9413702827
248281680,0.9413725465
248464240,0.9413804164
248646800,0.9413756626
248829360,0.9413747679
249011920,0.9413756075
249194480,0.9413784307
249377040,0.9413865762
249559600,0.9413801895
249742160,0.9413799773
249924720,0.9413812446
250107280,0.9413841617
250289840,0.9413915267
250472400,0.9413881308
250654960,0.9413851502
250837520,0.9413865139
251020080,0.9414041162
251202640,0.9413960559
251385200,0.9413902891
251567760,0.9414059102
251750320,0.9413917901
251932880,0.9413968161
252115440,0.9414083977
252298000,0.9413950244
252480560,0.9413957155
252663120,0.9413975701
252845680,0.9414053191
253028240,0.9414012615
253210800,0.9414000573
253393360,0.9414008722
253575920,0.9414038353
253758480,0.9414118042
253941040,0.9414048755
254123600,0.941405013
254306160,0.9414063932
254488720,0.9414105656
254671280,0.9414147194
254853840,0.9414098488
255036400,0.9414102024
255218960,0.9414118468
255401520,0.9414190669
255584080,0.9414266912
255766640,0.9414146838
255949200,0.9414156819
256131760,0.9414182785
256314320,0.9414267012
256496880,0.9414195306
256679440,0.9414195233
256862000,0.9414206057
257044560,0.9414262065
257227120,0.9414267993
257409680,0.9414234175
257592240,0.9414242377
257774800,0.9414265432
257957360,0.941441412
258139920,0.9414283338
258322480,0.9414281792
258505040,0.9414294744
258687600,0.9414346561
258870160,0.9414355699
259052720,0.9414323261
259235280,0.941432889
259417840,0.94143517
259600400,0.9414446994
259782960,0.9414374841
259965520,0.9414367864
260148080,0.9414381047
260330640,0.9414431258
260513200,0.941444905
260695760,0.9414410113
260878320,0.9414417193
261060880,0.9414435295
261243440,0.9414531953
261426000,0.9414461056
261608560,0.9414464873
261791120,0.9414466216
261973680,0.9414512566
262156240,0.9414541207
262338800,0.9414495681
262521360,0.9414502547
262703920,0.9414523002
262886480,0.9414618965
263069040,0.9414546289
263251600,0.9414541238
263434160,0.9414563316
263616720,0.9414595478
263799280,0.9414630042
263981840,0.9414583179
264164400,0.9414587206
264346960,0.9414604721
264529520,0.9414695403
264712080,0.9414637812
264894640,0.9414626128
265077200,0.9414636762
265259760,0.9414673338
265442320,0.9414733456
265624880,0.9414668785
265807440,0.9414673195
265990000,0.9414687093
266172560,0.9414766975
266355120,0.9414728396
266537680,0.9414711129
266720240,0.9414720172
266902800,0.9414751164
267085360,0.9414834799
267267920,0.9414757378
267450480,0.9414758055
267633040,0.9414771538
267815600,0.9414845191
267998160,0.9414813847
268180720,0.9414794928
268363280,0.941484287
268545840,0.9414831427
268728400,0.9414915601
268910960,0.9414837515
269093520,0.9414838451
269276080,0.9414853245
269458640,0.941492574
269641200,0.9414900265
269823760,0.9414877008
270006320,0.9414885526
270188880,0.9414911933
270371440,0.9415005059
270554000,0.9414920173
270736560,0.9414924001
270919120,0.9414933571
271101680,0.9415004847
271284240,0.9414980363
271466800,0.9414957332
271649360,0.9414966319
271831920,0.9414996114
272014480,0.9415074986
272197040,0.9414998036
272379600,0.9415001428
272562160,0.9415018793
272744720,0.9415111991
272927280,0.9415047975
273109840,0.9415037875
273292400,0.9415047045
273474960,0.9415089795
273657520,0.9415124249
273840080,0.9415075734
274022640,0.9415081021
274205200,0.941510242
274387760,0.9415219135
274570320,0.9415117529
274752880,0.9415116633
274935440,0.9415129764
275118000,0.9415196357
275300560,0.9415179369
275483120,0.9415155637
275665680,0.9415163108
275848240,0.9415192033
276030800,0.9415275367
276213360,0.9415194523
276395920,0.9415196794
276578480,0.9415211975
276761040,0.9415318908
276943600,0.9415238873
277126160,0.9415229984
277308720,0.9415252775
277491280,0.9415283577
277673840,0.9415318018
277856400,0.9415267236
278038960,0.9415272157
278221520,0.9415292332
278404080,0.9415405513
278586640,0.9415309029
278769200,0.9415306846
278951760,0.9415318967
279134320,0.9415383188
279316880,0.941536805
279499440,0.9415342764
279682000,0.9415421871
279864560,0.9415379738
280047120,0.9415459288
280229680,0.9415381079
280412240,0.9415383718
280594800,0.9415400941
280777360,0.9415515035
280959920,0.9415422908
281142480,0.9415418478
281325040,0.9415430039
281507600,0.9415491007
281690160,0.9415483833
281872720,0.9415454369
282055280,0.941547868
282237840,0.9415487841
282420400,0.941558242
282602960,0.9415493136
282785520,0.9415494898
282968080,0.941551054
283150640,0.9415618042
283333200,0.941553702
283515760,0.9415529523
283698320,0.9415540455
283880880,0.9415604636
284063440,0.9415596295
284246000,0.9415564925
284428560,0.9415573704
284611120,0.9415600604
284793680,0.9415685285
284976240,0.9415602775
285158800,0.9415606052
285341360,0.9415623662
285523920,0.9415742623
285706480,0.9415659695
285889040,0.9415642096
286071600,0.9415652973
286254160,0.9415724429
286436720,0.9415695977
286619280,0.9415674875
286801840,0.9415683749
286984400,0.9415719536
287166960,0.9415769987
287349520,0.9415710633
287532080,0.9415718914
287714640,0.9415736783
287897200,0.941585273
288079760,0.9415759523
288262320,0.9415749469
288444880,0.9415763364
288627440,0.9415859335
288810000,0.9415796111
288992560,0.9415784037
289175120,0.9415793985
289357680,0.9415837044
289540240,0.9415873555
289722800,0.941582048
289905360,0.9415826176
290087920,0.9415846795
290270480,0.9415965918
290453040,0.9415913875
290635600,0.9415859478
290818160,0.9415873474
291000720,0.941597385
291183280,0.9415904925
291365840,0.9415894058
291548400,0.9415904251
291730960,0.9415952897
291913520,0.9415969492
292096080,0.9415929447
292278640,0.941598739
292461200,0.9415962462
292643760,0.9416059005
292826320,0.941597017
293008880,0.9415970449
293191440,0.9415984796
293374000,0.9416090501
293556560,0.9416017725
293739120,0.9416004641
293921680,0.9416013854
294104240,0.9416087187
294286800,0.9416133342
294469360,0.9416044287
294651920,0.9416047353
294834480,0.9416060373
295017040,0.9416152109
295199600,0.941609842
295382160,0.9416085011
295564720,0.9416093223
295747280,0.9416136548
295929840,0.941618239
296112400,0.941611642
296294960,0.9416123538
296477520,0.9416149825
296660080,0.9416241523
296842640,0.9416152579
297025200,0.9416156818
297207760,0.9416197027
297390320,0.9416288297
297572880,0.9416200922
297755440,0.9416191917
297938000,0.9416200843
298120560,0.9416237352
298303120,0.9416301581
298485680,0.941623302
298668240,0.9416234408
298850800,0.9416250296
299033360,0.9416376014
299215920,0.9416275258
299398480,0.9416268255
299581040,0.9416278449
299763600,0.9416319974
299946160,0.9416366424
300128720,0.9416305474
300311280,0.9416351182
300493840,0.9416328725
300676400,0.9416460025
300858960,0.9416348425
301041520,0.9416347071
301224080,0.9416358674
301406640,0.9416459249
301589200,0.9416388906
301771760,0.9416377702
301954320,0.9416388362
302136880,0.9416456951
302319440,0.9416435455
302502000,0.9416411745
302684560,0.9416420431
302867120,0.9416459491
303049680,0.9416494676
303232240,0.9416445816
303414800,0.9416461156
303597360,0.9416482112
303779920,0.9416553607
303962480,0.9416480222
304145040,0.9416485601
304327600,0.9416507001
304510160,0.9416621046
304692720,0.941654757
304875280,0.9416518294
305057840,0.9416535514
305240400,0.9416668735
305422960,0.9416551467
305605520,0.9416551474
305788080,0.9416565476
305970640,0.9416687492
306153200,0.9416588492
306335760,0.9416584684
306518320,0.9416599341
306700880,0.9416703362
306883440,0.9416629021
307066000,0.9416620976
307248560,0.9416631664
307431120,0.9416711455
307613680,0.9416665953
307796240,0.9416656522
307978800,0.9416661047
308161360,0.9416722593
308343920,0.941670827
308526480,0.9416684205
308709040,0.9416693391
308891600,0.9416745013
309074160,0.9416752931
309256720,0.9416717465
309439280,0.9416726002
309621840,0.9416768528
309804400,0.9416793288
309986960,0.9416750887
310169520,0.941675869
310352080,0.941679492
310534640,0.9416839418
310717200,0.9416784515
310899760,0.9416794034
311082320,0.9416821036
311264880,0.9416888812
311447440,0.9416818174
311630000,0.9416824037
311812560,0.9416848421
311995120,0.9416947414
312177680,0.9416869018
312360240,0.941685674
312542800,0.9416877712
312725360,0.9416995852
312907920,0.941688588
313090480,0.9416889722
313273040,0.9416908263
313455600,0.9417039155
313638160,0.941692047
313820720,0.9416923618
314003280,0.9416945929
314185840,0.9417077194
314368400,0.9416955833
314550960,0.9416956513
314733520,0.941697266
314916080,0.9417108602
315098640,0.9416987302
315281200,0.9417017205
315463760,0.9417004465
315646320,0.9417142275
315828880,0.9417021553
316011440,0.941702127
316194000,0.9417036726
316376560,0.94171742
316559120,0.9417054359
316741680,0.9417054295
316924240,0.9417069249
317106800,0.9417221469
317289360,0.9417087688
317471920,0.9417087326
317654480,0.9417102223
317837040,0.9417238526
318019600,0.9417121223
318202160,0.9417120555
318384720,0.9417161356
318567280,0.9417266038
318749840,0.941715546
318932400,0.9417154
319114960,0.9417167074
319297520,0.941729295
319480080,0.941719011
319662640,0.9417186982
319845200,0.9417199673
320027760,0.9417321874
320210320,0.9417248091
320392880,0.9417219635
320575440,0.9417232972
320758000,0.941735465
320940560,0.9417256553
321123120,0.9417253848
321305680,0.9417268535
321488240,0.9417412704
321670800,0.9417289219
321853360,0.9417286829
322035920,0.9417301328
322218480,0.9417435907
322401040,0.9417319684
322583600,0.94173189
322766160,0.9417333463
322948720,0.941746957
323131280,0.9417353355
323313840,0.9417370967
323496400,0.9417365885
323678960,0.9417499779
323861520,0.941738727
324044080,0.9417384982
324226640,0.9417399269
324409200,0.9417536045
324591760,0.9417419987
324774320,0.9417418122
324956880,0.9417433381
325139440,0.9417578956
325322000,0.9417450017
325504560,0.9417451242
325687120,0.9417468022
325869680,0.9417607631
326052240,0.9417482103
326234800,0.9417484436
326417360,0.9417515128
326599920,0.9417638864
326782480,0.9417514811
326965040,0.9417520001
327147600,0.9417535912
327330160,0.9417665955
327512720,0.9417547048
327695280,0.941755096
327877840,0.9417572198
328060400,0.9417685258
328242960,0.9417594169
328425520,0.9417586569
328608080,0.9417610928
328790640,0.941769962
328973200,0.9417611949
329155760,0.9417617746
329338320,0.9417646465
329520880,0.9417711537
329703440,0.9417643753
329886000,0.9417650991
330068560,0.9417693654
330251120,0.941772614
330433680,0.9417676721
330616240,0.9417684785
330798800,0.9417722951
330981360,0.941775297
331163920,0.9417709747
331346480,0.9417719085
331529040,0.9417762916
331711600,0.9417775956
331894160,0.9417754111
332076720,0.941775171
332259280,0.9417811055
332441840,0.9417795362
332624400,0.9417775592
332806960,0.9417785946
332989520,0.9417872069
333172080,0.94178317
333354640,0.941780839
333537200,0.9417820946
333719760,0.9417948947
333902320,0.9417843406
334084880,0.9417841587
334267440,0.9417857119
334450000,0.9418002327
334632560,0.9417872202
334815120,0.9417875028
334997680,0.9417900702
335180240,0.9418004982
335362800,0.9417902699
335545360,0.9417917135
335727920,0.9417940455
335910480,0.9417981957
336093040,0.941793426
336275600,0.9417942708
336458160,0.941800794
336640720,0.9417979176
336823280,0.9417968138
337005840,0.9417978196
337188400,0.941811115
337370960,0.9418004179
337553520,0.9417998842
337736080,0.9418016958
337918640,0.9418138634
338101200,0.9418026672
338283760,0.9418032368
338466320,0.941806723
338648880,0.9418094267
338831440,0.9418057047
339014000,0.9418067055
339196560,0.9418175525
339379120,0.9418093587
339561680,0.9418089268
339744240,0.9418110021
339926800,0.9418247867
340109360,0.941811864
340291920,0.9418122974
340474480,0.9418147491
340657040,0.9418217997
340839600,0.9418148815
341022160,0.9418157869
341204720,0.941821411
341387280,0.94181948
341569840,0.9418192766
341752400,0.9418193137
341934960,0.941833867
342117520,0.9418210703
342300080,0.9418213426
342482640,0.9418238933
342665200,0.9418297771
342847760,0.9418240603
343030320,0.9418248022
343212880,0.941832439
343395440,0.941829372
343578000,0.9418273341
343760560,0.9418288274
343943120,0.9418430563
344125680,0.9418299624
344308240,0.9418304483
344490800,0.9418341233
344673360,0.9418358077
344855920,0.9418328835
345038480,0.9418340333
345221040,0.941849146
345403600,0.9418359671
345586160,0.941836151
345768720,0.9418386202
345951280,0.9418451728
346133840,0.9418387403
346316400,0.9418396288
346498960,0.9418470072
346681520,0.9418427646
346864080,0.9418419421
347046640,0.9418441624
347229200,0.9418576215
347411760,0.941844754
347594320,0.941845553
347776880,0.9418489604
347959440,0.9418508802
348142000,0.9418478118
348324560,0.941848898
348507120,0.9418608458
348689680,0.9418511105
348872240,0.9418512898
349054800,0.9418530716
349237360,0.9418627002
349419920,0.9418550027
349602480,0.9418547162
349785040,0.9418605647
349967600,0.9418588478
350150160,0.9418569704
350332720,0.9418582726
350515280,0.941873309
350697840,0.9418598354
350880400,0.9418602345
351062960,0.9418632912
351245520,0.9418667632
351428080,0.9418627425
351610640,0.9418637988
351793200,0.9418768927
351975760,0.9418660502
352158320,0.9418660174
352340880,0.9418681971
352523440,0.9418774067
352706000,0.9418686743
352888560,0.9418694932
353071120,0.9418759327
353253680,0.9418728763
353436240,0.9418718513
353618800,0.9418733461
353801360,0.9418882363
353983920,0.9418747792
354166480,0.9418757841
354349040,0.9418781184
354531600,0.9418825707
354714160,0.9418786787
354896720,0.9418787342
355079280,0.9418872221
355261840,0.9418819218
355444400,0.941881067
355626960,0.9418825594
355809520,0.9418974669
355992080,0.9418839714
356174640,0.9418844718
356357200,0.941887804
356539760,0.9418906641
356722320,0.9418870189
356904880,0.9418880964
357087440,0.9418995124
357270000,0.9418904811
357452560,0.9418903757
357635120,0.9418922204
357817680,0.9419043828
358000240,0.9418931878
358182800,0.9418940128
358365360,0.9418981796
358547920,0.9418988011
358730480,0.9418969055
358913040,0.9418976547
359095600,0.9419114892
359278160,0.9419007971
359460720,0.9419000151
359643280,0.941902312
359825840,0.9419090137
360008400,0.9419024462
360190960,0.9419033714
360373520,0.9419132556
360556080,0.9419059439
360738640,0.9419057102
360921200,0.9419076595
361103760,0.9419170614
361286320,0.9419083939
361468880,0.9419092829
361651440,0.9419189247
361834000,0.9419119254
362016560,0.9419116696
362199120,0.9419137318
362381680,0.9419224819
362564240,0.9419143548
362746800,0.9419152889
362929360,0.9419248675
363111920,0.9419178152
363294480,0.9419176632
363477040,0.9419197537
363659600,0.9419282443
363842160,0.9419203509
364024720,0.9419214993
364207280,0.9419310508
364389840,0.941923883
364572400,0.9419247443
364754960,0.9419259774
364937520,0.9419330475
365000000,0.9419275557