"Taylor2ndDerivative_time","Taylor2ndDerivative_energyChange"
1847923,-0.8572965761
1849749,-0.8572986194
1851575,-0.8573007542
1853401,-0.8573034832
1855227,-0.8573085498
1857053,-0.8573220788
1858879,-0.8573662824
1860705,-0.8575187526
1862531,-0.8579650856
1864357,-0.8587073253
1866183,-0.8592343942
1868009,-0.8594303039
1869835,-0.8594896441
1871661,-0.8595102372
1873487,-0.8595209436
1875313,-0.8595286398
1877139,-0.8595349361
1878965,-0.8595403968
1880791,-0.859545136
1882617,-0.8595492443
1884443,-0.8595528385
1886269,-0.8595560354
1888095,-0.8595589332
1889921,-0.8595616073
1891747,-0.8595641133
1893573,-0.8595664914
1895399,-0.8595687702
1897225,-0.8595709693
1899051,-0.8595731013
1900877,-0.8595751712
1902703,-0.8595771754
1904529,-0.8595791005
1906355,-0.8595809279
1908181,-0.8595826767
1910007,-0.8595846884
1911833,-0.8595894087
1913659,-0.859610159
1915485,-0.8596682555
1917311,-0.8597122991
1919137,-0.859724216
1920963,-0.8597282173
1922789,-0.8597315765
1924615,-0.8597356133
1926441,-0.8597408365
1928267,-0.8597483236
1930093,-0.859761904
1931919,-0.8597959892
1933745,-0.8599032138
1935571,-0.860234107
1937397,-0.8609100126
1939223,-0.8615327378
1941049,-0.8618028759
1942875,-0.8618848057
1944701,-0.8619083391
1946527,-0.8619157584
1948353,-0.8619187478
1950179,-0.8619205585
1952005,-0.8619221377
1953831,-0.8619237438
1955657,-0.8619254244
1957483,-0.8619271611
1959309,-0.8619288984
1961135,-0.8619304882
1962961,-0.8619313383
1964787,-0.8619374844
1966613,-0.8619840643
1968439,-0.8619842452
1970265,-0.8619860749
1972091,-0.8619885411
1973917,-0.8619914473
1975743,-0.8619948378
1977569,-0.8619988433
1979395,-0.8620036317
1981221,-0.8620093439
1983047,-0.862015984
1984873,-0.862023303
1986699,-0.8620307906
1988525,-0.862037854
1990351,-0.8620440631
1992177,-0.8620492615
1994003,-0.8620535024
1995829,-0.8620569276
1997655,-0.8620596881
1999481,-0.8620619385
2001307,-0.8620639353
2003133,-0.8620663887
2004959,-0.8620716612
2006785,-0.8620880768
2008611,-0.8621456076
2010437,-0.8623413892
2012263,-0.862853436
2014089,-0.8635552854
2015915,-0.8640064037
2017741,-0.8642040715
2019567,-0.8642630761
2021393,-0.8642767416
2023219,-0.864280118
2025045,-0.8642814807
2026871,-0.8642827848
2028697,-0.8642845166
2030523,-0.8642868185
2032349,-0.8642897793
2034175,-0.8642935099
2036001,-0.8642981381
2037827,-0.864303746
2039653,-0.86431026
2041479,-0.8643173568
2043305,-0.8643245029
2045131,-0.8643311564
2046957,-0.8643369795
2048783,-0.8643418963
2050609,-0.864346009
2052435,-0.8643494852
2054261,-0.8643524876
2056087,-0.864355147
2057913,-0.8643575596
2059739,-0.8643597932
2061565,-0.8643618943
2063391,-0.8643638938
2065217,-0.8643658105
2067043,-0.8643676542
2068869,-0.8643694261
2070695,-0.86437112
2072521,-0.8643727235
2074347,-0.8643742242
2076173,-0.8643756293
2077999,-0.8643770292
2079825,-0.8643788013
2081651,-0.8643822771
2083477,-0.8643920677
2085303,-0.8644244912
2087129,-0.8645359584
2088955,-0.8648747024
2090781,-0.8655240642
2092607,-0.8660893146
2094433,-0.8663320165
2096259,-0.8664087114
2098085,-0.8664337859
2099911,-0.8664444665
2101737,-0.8664509006
2103563,-0.8664557423
2105389,-0.8664597067
2107215,-0.866463048
2109041,-0.866465913
2110867,-0.8664684075
2112693,-0.866470604
2114519,-0.8664725413
2116345,-0.8664742256
2118171,-0.8664756362
2119997,-0.8664767916
2121823,-0.8664782485
2123649,-0.8664846349
2125475,-0.8665196739
2127301,-0.8665879264
2129127,-0.8666160525
2130953,-0.8666208272
2132779,-0.8666220497
2134605,-0.8666231451
2136431,-0.8666244944
2138257,-0.8666260908
2140083,-0.8666279072
2141909,-0.8666299411
2143735,-0.8666322172
2145561,-0.8666347888
2147387,-0.8666377535
2149213,-0.8666413489
2151039,-0.8666458911
2152865,-0.8666508352
2154691,-0.866656109
2156517,-0.8666617156
2158343,-0.8666674457
2160169,-0.8666734982
2161995,-0.8666818504
2163821,-0.8667004923
2165647,-0.8667581768
2167473,-0.8669467047
2169299,-0.8674307542
2171125,-0.8680899765
2172951,-0.8684902143
2174777,-0.8686305079
2176603,-0.8686708823
2178429,-0.868682135
2180255,-0.8686853842
2182081,-0.8686865679
2183907,-0.8686873647
2185733,-0.8686882317
2187559,-0.8686892687
2189385,-0.8686904751
2191211,-0.8686918288
2193037,-0.8686933099
2194863,-0.8686949075
2196689,-0.8686966214
2198515,-0.8686984635
2200341,-0.868700459
2202167,-0.8687026498
2203993,-0.8687050984
2205819,-0.8687078925
2207645,-0.8687111464
2209471,-0.8687149912
2211297,-0.8687195427
2213123,-0.8687248365
2214949,-0.8687307472
2216775,-0.8687369547
2218601,-0.8687430221
2220427,-0.868748558
2222253,-0.868753343
2224079,-0.8687573398
2225905,-0.8687606206
2227731,-0.8687632884
2229557,-0.8687654252
2231383,-0.868767069
2233209,-0.8687682149
2235035,-0.8687688922
2236861,-0.8687697222
2238687,-0.868775649
2240513,-0.8688102321
2242339,-0.8688751883
2244165,-0.8689062091
2245991,-0.8689327475
2247817,-0.8690162846
2249643,-0.8692823785
2251469,-0.8698555303
2253295,-0.8704454428
2255121,-0.8707310355
2256947,-0.8708220681
2258773,-0.8708476401
2260599,-0.8708547997
2262425,-0.8708571792
2264251,-0.8708586704
2266077,-0.8708604303
2267903,-0.8708628417
2269729,-0.8708660687
2271555,-0.8708701894
2273381,-0.8708751769
2275207,-0.8708808372
2277033,-0.8708867964
2278859,-0.8708925998
2280685,-0.8708978768
2282511,-0.8709024465
2284337,-0.8709063065
2286163,-0.8709095563
2287989,-0.8709123256
2289815,-0.8709147334
2291641,-0.8709168751
2293467,-0.8709188226
2295293,-0.8709206468
2297119,-0.8709225239
2298945,-0.870924675
2300771,-0.8709265216
2302597,-0.8709280817
2304423,-0.8709295703
2306249,-0.8709310289
2308075,-0.8709324635
2309901,-0.8709338727
2311727,-0.8709352522
2313553,-0.8709365937
2315379,-0.8709378856
2317205,-0.8709391137
2319031,-0.8709402657
2320857,-0.8709413495
2322683,-0.8709424598
2324509,-0.8709439887
2326335,-0.8709473049
2328161,-0.87095708
2329987,-0.8709895089
2331813,-0.8710989385
2333639,-0.8714216406
2335465,-0.8720247117
2337291,-0.872550696
2339117,-0.8727821807
2340943,-0.8728563775
2342769,-0.8728793895
2344595,-0.872887361
2346421,-0.8728907762
2348247,-0.8728927068
2350073,-0.8728940891
2351899,-0.8728952013
2353725,-0.8728960964
2355551,-0.8728967683
2357377,-0.8728974585
2359203,-0.8729005773
2361029,-0.8729212994
2362855,-0.8729837378
2364681,-0.8730249792
2366507,-0.8730329519
2368333,-0.8730341296
2370159,-0.8730347251
2371985,-0.8730355203
2373811,-0.8730365402
2375637,-0.8730377368
2377463,-0.873039078
2379289,-0.8730405531
2381115,-0.8730421711
2382941,-0.8730439623
2384767,-0.8730459756
2386593,-0.8730482672
2388419,-0.8730509203
2390245,-0.8730540608
2392071,-0.8730578278
2393897,-0.8730623268
2395723,-0.8730675531
2397549,-0.8730733082
2399375,-0.8730791885
2401201,-0.8730847028
2403027,-0.8730894542
2404853,-0.8730932474
2406679,-0.8730960818
2408505,-0.8730981254
2410331,-0.8730998375
2412157,-0.8731025838
2413983,-0.8731108679
2415809,-0.8731402356
2417635,-0.8732428334
2419461,-0.8735504761
2421287,-0.8741353392
2423113,-0.8746555036
2424939,-0.8748855584
2426765,-0.874956641
2428591,-0.874976013
2430417,-0.8749808059
2432243,-0.8749817675
2434069,-0.8749819453
2435895,-0.8749821848
2437721,-0.874982691
2439547,-0.874983489
2441373,-0.8749845635
2443199,-0.8749859041
2445025,-0.874987519
2446851,-0.8749894426
2448677,-0.8749917396
2450503,-0.874994514
2452329,-0.8749979552
2454155,-0.875002416
2455981,-0.8750076292
2457807,-0.8750131624
2459633,-0.8750189646
2461459,-0.8750246892
2463285,-0.8750299521
2465111,-0.8750345225
2466937,-0.8750383552
2468763,-0.875041528
2470589,-0.875044164
2472415,-0.8750463817
2474241,-0.8750482739
2476067,-0.8750499028
2477893,-0.8750513012
2479719,-0.875052474
2481545,-0.8750534004
2483371,-0.8750540566
2485197,-0.8750545782
2487023,-0.8750563217
2488849,-0.875067784
2490675,-0.8751122041
2492501,-0.8751603323
2494327,-0.8751737066
2496153,-0.8751749856
2497979,-0.8751746078
2499805,-0.8751752502
2501631,-0.8751805495
2503457,-0.875202565
2505283,-0.875282403
2507109,-0.8755332843
2508935,-0.8760674414
2510761,-0.876623591
2512587,-0.8769011134
2514413,-0.8769926756
2516239,-0.8770200499
2518065,-0.8770294646
2519891,-0.8770344505
2521717,-0.8770386068
2523543,-0.8770426372
2525369,-0.8770464666
2527195,-0.877049926
2529021,-0.8770529418
2530847,-0.8770555365
2532673,-0.8770577799
2534499,-0.8770597504
2536325,-0.8770615165
2538151,-0.8770631316
2539977,-0.8770646356
2541803,-0.8770660575
2543629,-0.8770674189
2545455,-0.8770687357
2547281,-0.8770700204
2549107,-0.8770712826
2550933,-0.8770725306
2552759,-0.8770737719
2554585,-0.8770750137
2556411,-0.8770762633
2558237,-0.877077529
2560063,-0.8770788198
2561889,-0.8770801466
2563715,-0.8770815232
2565541,-0.8770829673
2567367,-0.8770845029
2569193,-0.8770861623
2571019,-0.8770879897
2572845,-0.8770900444
2574671,-0.8770924025
2576497,-0.8770951515
2578323,-0.8770983713
2580149,-0.8771020917
2581975,-0.877106232
2583801,-0.8771105578
2585627,-0.8771147272
2587453,-0.8771184915
2589279,-0.8771221442
2591105,-0.8771276563
2592931,-0.8771423631
2594757,-0.8771916278
2596583,-0.8773537227
2598409,-0.8777692096
2600235,-0.8783573904
2602061,-0.8787417695
2603887,-0.8788845938
2605713,-0.8789260399
2607539,-0.8789366471
2609365,-0.8789386828
2611191,-0.8789385457
2613017,-0.878938026
2614843,-0.8789375685
2616669,-0.8789372247
2618495,-0.8789370307
2620321,-0.8789374572
2622147,-0.8789406993
2623973,-0.8789604088
2625799,-0.8790148855
2627625,-0.8790514598
2629451,-0.8790593406
2631277,-0.8790607256
2633103,-0.8790615535
2634929,-0.8790627176
2636755,-0.8790643304
2638581,-0.8790664275
2640407,-0.8790690651
2642233,-0.8790723122
2644059,-0.8790762103
2645885,-0.8790807148
2647711,-0.8790856488
2649537,-0.8790907158
2651363,-0.8790955641
2653189,-0.8790999079
2655015,-0.8791036324
2656841,-0.8791067559
2658667,-0.8791093602
2660493,-0.879111544
2662319,-0.8791133963
2664145,-0.879114985
2665971,-0.8791163561
2667797,-0.8791175356
2669623,-0.8791185311
2671449,-0.8791193344
2673275,-0.8791199221
2675101,-0.87912026
2676927,-0.8791203168
2678753,-0.8791201113
2680579,-0.8791198674
2682405,-0.8791205212
2684231,-0.8791254325
2686057,-0.8791463142
2687883,-0.8792226032
2689709,-0.8794613384
2691535,-0.8799687734
2693361,-0.8805037822
2695187,-0.880775915
2697013,-0.8808657857
2698839,-0.8808909232
2700665,-0.8808974339
2702491,-0.8808992114
2704317,-0.8809003007
2706143,-0.8809019001
2707969,-0.8809043543
2709795,-0.8809076981
2711621,-0.8809117795
2713447,-0.8809162937
2715273,-0.8809208569
2717099,-0.8809251266
2718925,-0.880928896
2720751,-0.8809321083
2722577,-0.8809348097
2724403,-0.8809370902
2726229,-0.8809390448
2728055,-0.8809407545
2729881,-0.8809422823
2731707,-0.8809436751
2733533,-0.8809449671
2735359,-0.8809461827
2737185,-0.8809473399
2739011,-0.8809484517
2740837,-0.8809495274
2742663,-0.8809505737
2744489,-0.8809515948
2746315,-0.8809525927
2748141,-0.880953567
2749967,-0.8809545145
2751793,-0.8809554282
2753619,-0.8809562952
2755445,-0.8809570942
2757271,-0.8809577938
2759097,-0.8809583638
2760923,-0.8809588706
2762749,-0.8809600867
2764575,-0.8809669699
2766401,-0.8809981812
2768227,-0.8810497396
2770053,-0.8810722326
2771879,-0.8810771475
2773705,-0.8810790576
2775531,-0.8810812718
2777357,-0.8810851336
2779183,-0.8810941716
2781009,-0.8811211995
2782835,-0.8812096154
2784661,-0.8814713061
2786487,-0.881990112
2788313,-0.8824953588
2790139,-0.8827393405
2791965,-0.8828184348
2793791,-0.8828401665
2795617,-0.88284521
2797443,-0.882845764
2799269,-0.8828453834
2801095,-0.8828452357
2802921,-0.8828454653
2804747,-0.8828456595
2806573,-0.8828459514
2808399,-0.8828464003
2810225,-0.8828469839
2812051,-0.8828476747
2813877,-0.8828484516
2815703,-0.8828493011
2817529,-0.8828502156
2819355,-0.8828511928
2821181,-0.8828522357
2823007,-0.8828533528
2824833,-0.8828545589
2826659,-0.8828558768
2828485,-0.8828573402
2830311,-0.8828589968
2832137,-0.8828609127
2833963,-0.8828631746
2835789,-0.8828658867
2837615,-0.8828691545
2839441,-0.8828730448
2841267,-0.8828775266
2843093,-0.8828824197
2844919,-0.8828874072
2846745,-0.8828921346
2848571,-0.8828963344
2850397,-0.8828998912
2852223,-0.8829028193
2854049,-0.8829052024
2855875,-0.8829071399
2857701,-0.8829087168
2859527,-0.8829099935
2861353,-0.8829110042
2863179,-0.8829117587
2865005,-0.8829122455
2866831,-0.8829124364
2868657,-0.8829122996
2870483,-0.882911842
2872309,-0.8829112447
2874135,-0.8829113031
2875961,-0.8829148922
2877787,-0.8829319714
2879613,-0.8829958837
2881439,-0.8831994057
2883265,-0.8836556423
2885091,-0.8841848238
2886917,-0.8844795757
2888743,-0.8845817357
2890569,-0.8846104588
2892395,-0.8846173119
2894221,-0.8846183171
2896047,-0.8846181488
2897873,-0.884618162
2899699,-0.8846187471
2901525,-0.8846200228
2903351,-0.88462203
2905177,-0.8846247581
2907003,-0.8846281062
2908829,-0.8846318708
2910655,-0.8846360371
2912481,-0.8846426747
2914307,-0.8846641314
2916133,-0.8847163777
2917959,-0.8847532597
2919785,-0.8847626216
2921611,-0.8847647815
2923437,-0.8847658076
2925263,-0.884766707
2927089,-0.8847676133
2928915,-0.8847685297
2930741,-0.8847694463
2932567,-0.8847703569
2934393,-0.8847712588
2936219,-0.884772152
2938045,-0.8847730391
2939871,-0.8847739261
2941697,-0.8847748179
2943523,-0.8847757076
2945349,-0.8847765876
2947175,-0.8847774625
2949001,-0.8847783381
2950827,-0.8847792175
2952653,-0.8847801025
2954479,-0.884780995
2956305,-0.8847818969
2958131,-0.8847828116
2959957,-0.884783744
2961783,-0.8847847023
2963609,-0.8847856998
2965435,-0.884786758
2967261,-0.8847879129
2969087,-0.8847892281
2970913,-0.8847908428
2972739,-0.8847931508
2974565,-0.8847974772
2976391,-0.8848085221
2978217,-0.8848428092
2980043,-0.8849535945
2981869,-0.8852596765
2983695,-0.8857876587
2985521,-0.8862267539
2987347,-0.8864189185
2989173,-0.8864789626
2990999,-0.8864950727
2992825,-0.8864987535
2994651,-0.8864989459
2996477,-0.8864982648
2998303,-0.8864976392
3000129,-0.886497279
3001955,-0.8864971859
3003781,-0.8864973151
3005607,-0.8864976192
3007433,-0.8864980586
3009259,-0.8864986034
3011085,-0.8864992324
3012911,-0.8864999308
3014737,-0.8865006897
3016563,-0.886501505
3018389,-0.8865023768
3020215,-0.8865033099
3022041,-0.8865043137
3023867,-0.8865054042
3025693,-0.8865066054
3027519,-0.8865079527
3029345,-0.8865094967
3031171,-0.8865113079
3032997,-0.8865134806
3034823,-0.8865161294
3036649,-0.8865193713
3038475,-0.8865232803
3040301,-0.8865278172
3042127,-0.8865327726
3043953,-0.8865377877
3045779,-0.8865424755
3047605,-0.8865465631
3049431,-0.8865499507
3051257,-0.8865526749
3053083,-0.8865548357
3054909,-0.8865565397
3056735,-0.8865578714
3058561,-0.8865588836
3060387,-0.8865595967
3062213,-0.8865599994
3064039,-0.8865600569
3065865,-0.8865597609
3067691,-0.8865594217
3069517,-0.8865612758
3071343,-0.8865758178
3073169,-0.8866163521
3074995,-0.8866475477
3076821,-0.8866560925
3078647,-0.8866638379
3080473,-0.8866941482
3082299,-0.8868020328
3084125,-0.8871040166
3085951,-0.8876187534
3087777,-0.8880418218
3089603,-0.8882261342
3091429,-0.8882833878
3093255,-0.8882983352
3095081,-0.888301284
3096907,-0.8883013629
3098733,-0.8883012589
3100559,-0.888301775
3102385,-0.888303167
3104211,-0.8883055201
3106037,-0.8883088154
3107863,-0.8883128933
3109689,-0.8883174277
3111515,-0.8883219913
3113341,-0.8883262004
3115167,-0.8883298325
3116993,-0.8883328418
3118819,-0.8883352967
3120645,-0.8883373091
3122471,-0.8883389885
3124297,-0.8883404249
3126123,-0.8883416856
3127949,-0.8883428193
3129775,-0.8883438606
3131601,-0.8883448339
3133427,-0.8883457569
3135253,-0.8883466428
3137079,-0.8883475013
3138905,-0.88834834
3140731,-0.8883491649
3142557,-0.8883499812
3144383,-0.8883507932
3146209,-0.8883516051
3148035,-0.8883524212
3149861,-0.8883532458
3151687,-0.8883540844
3153513,-0.8883549432
3155339,-0.8883558303
3157165,-0.8883567568
3158991,-0.8883577376
3160817,-0.8883587944
3162643,-0.8883599575
3164469,-0.8883612706
3166295,-0.8883627928
3168121,-0.8883645994
3169947,-0.8883667711
3171773,-0.8883693642
3173599,-0.8883723543
3175425,-0.888375578
3177251,-0.8883787488
3179077,-0.888381675
3180903,-0.8883848861
3182729,-0.8883913488
3184555,-0.8884118623
3186381,-0.8884818393
3188207,-0.8886938982
3190033,-0.8891406811
3191859,-0.889627598
3193685,-0.8898901808
3195511,-0.889980938
3197337,-0.8900063722
3199163,-0.8900118192
3200989,-0.8900118126
3202815,-0.8900106383
3204641,-0.8900094904
3206467,-0.890008652
3208293,-0.8900081417
3210119,-0.8900079102
3211945,-0.8900078995
3213771,-0.8900080595
3215597,-0.8900083505
3217423,-0.890008742
3219249,-0.8900092109
3221075,-0.8900097389
3222901,-0.8900103107
3224727,-0.8900109117
3226553,-0.8900115264
3228379,-0.890012139
3230205,-0.8900127516
3232031,-0.8900134994
3233857,-0.8900153104
3235683,-0.8900232831
3237509,-0.890053784
3239335,-0.8901003127
3241161,-0.8901223146
3242987,-0.8901293916
3244813,-0.8901337215
3246639,-0.8901378265
3248465,-0.8901417799
3250291,-0.8901453366
3252117,-0.8901483582
3253943,-0.8901508434
3255769,-0.8901528682
3257595,-0.8901545292
3259421,-0.8901559139
3261247,-0.8901570901
3263073,-0.8901581056
3264899,-0.890158992
3266725,-0.8901597681
3268551,-0.8901604431
3270377,-0.890161018
3272203,-0.8901614856
3274029,-0.8901618301
3275855,-0.8901620262
3277681,-0.890162038
3279507,-0.8901618179
3281333,-0.8901613104
3283159,-0.8901604683
3284985,-0.8901593127
3286811,-0.8901581274
3288637,-0.8901580932
3290463,-0.8901633899
3292289,-0.8901881938
3294115,-0.8902773152
3295941,-0.8905347306
3297767,-0.891011429
3299593,-0.8914507312
3301419,-0.8916602711
3303245,-0.8917288902
3305071,-0.8917479355
3306897,-0.8917527465
3308723,-0.8917542688
3310549,-0.8917557241
3312375,-0.8917579394
3314201,-0.8917609078
3316027,-0.8917642946
3317853,-0.8917676921
3319679,-0.8917707893
3321505,-0.89177344
3323331,-0.8917756356
3325157,-0.8917774414
3326983,-0.891778943
3328809,-0.8917802192
3330635,-0.8917813323
3332461,-0.8917823281
3334287,-0.8917832396
3336113,-0.8917840899
3337939,-0.8917848954
3339765,-0.8917856681
3341591,-0.8917864168
3343417,-0.891787148
3345243,-0.891787867
3347069,-0.8917885782
3348895,-0.8917892853
3350721,-0.8917899922
3352547,-0.8917907025
3354373,-0.8917914201
3356199,-0.8917921495
3358025,-0.891792896
3359851,-0.8917936658
3361677,-0.8917944675
3363503,-0.8917953118
3365329,-0.8917962138
3367155,-0.8917971939
3368981,-0.8917982811
3370807,-0.8917995158
3372633,-0.8918009537
3374459,-0.8918026693
3376285,-0.8918047539
3378111,-0.8918073037
3379937,-0.8918103853
3381763,-0.8918139796
3383589,-0.8918179231
3385415,-0.8918219006
3387241,-0.8918255234
3389067,-0.8918284544
3390893,-0.8918304894
3392719,-0.8918315635
3394545,-0.8918317379
3396371,-0.8918312917
3398197,-0.89183117
3400023,-0.8918345561
3401849,-0.8918521465
3403675,-0.8919183769
3405501,-0.8921218363
3407327,-0.8925502163
3409153,-0.8930281212
3410979,-0.8933206807
3412805,-0.8934469412
3414631,-0.8934821438
3416457,-0.8934880073
3418283,-0.8934869885
3420109,-0.893484836
3421935,-0.8934829255
3423761,-0.8934815156
3425587,-0.8934805813
3427413,-0.8934800397
3429239,-0.8934798113
3431065,-0.893479834
3432891,-0.8934800638
3434717,-0.8934804732
3436543,-0.8934810494
3438369,-0.8934817936
3440195,-0.8934827216
3442021,-0.8934838661
3443847,-0.8934852788
3445673,-0.8934870324
3447499,-0.8934892168
3449325,-0.8934919237
3451151,-0.8934952112
3452977,-0.8934990502
3454803,-0.8935032795
3456629,-0.8935076162
3458455,-0.893511741
3460281,-0.8935154102
3462107,-0.8935185157
3463933,-0.8935210695
3465759,-0.8935231511
3467585,-0.8935248587
3469411,-0.8935262828
3471237,-0.8935274958
3473063,-0.8935285519
3474889,-0.8935294903
3476715,-0.8935303385
3478541,-0.8935311157
3480367,-0.8935318347
3482193,-0.893532504
3484019,-0.8935331281
3485845,-0.8935337086
3487671,-0.8935342442
3489497,-0.8935347306
3491323,-0.8935351602
3493149,-0.8935355212
3494975,-0.8935357969
3496801,-0.8935359641
3498627,-0.8935359908
3500453,-0.8935358349
3502279,-0.8935354422
3504105,-0.8935347502
3505931,-0.8935337206
3507757,-0.8935325537
3509583,-0.8935317279
3511409,-0.8935325389
3513235,-0.8935409584
3515061,-0.8935758125
3516887,-0.8936922709
3518713,-0.8939941052
3520539,-0.8944664694
3522365,-0.8948350559
3524191,-0.8949968133
3526017,-0.8950507422
3527843,-0.8950681524
3529669,-0.8950747382
3531495,-0.8950780528
3533321,-0.8950801404
3535147,-0.8950815844
3536973,-0.895082627
3538799,-0.8950834198
3540625,-0.895084067
3542451,-0.8950846359
3544277,-0.8950851671
3546103,-0.8950856832
3547929,-0.8950861958
3549755,-0.8950867107
3551581,-0.8950872307
3553407,-0.8950877569
3555233,-0.8950882896
3557059,-0.8950888289
3558885,-0.8950893749
3560711,-0.8950899278
3562537,-0.8950904883
3564363,-0.8950910572
3566189,-0.895091636
3568015,-0.8950922267
3569841,-0.8950928322
3571667,-0.8950934563
3573493,-0.8950941042
3575319,-0.8950947832
3577145,-0.8950955037
3578971,-0.8950962803
3580797,-0.8950971348
3582623,-0.8950980988
3584449,-0.89509922
3586275,-0.8951005689
3588101,-0.8951022471
3589927,-0.8951043926
3591753,-0.8951071665
3593579,-0.895110701
3595405,-0.8951149873
3597231,-0.8951197516
3599057,-0.8951244756
3600883,-0.8951288436
3602709,-0.8951346064
3604535,-0.8951528782
3606361,-0.8951997114
3608187,-0.8952346643
3610013,-0.895242957
3611839,-0.8952438185
3613665,-0.8952434667
3615491,-0.8952428971
3617317,-0.8952421689
3619143,-0.895241204
3620969,-0.8952399278
3622795,-0.8952383478
3624621,-0.8952367594
3626447,-0.8952363997
3628273,-0.8952415751
3630099,-0.8952665273
3631925,-0.8953546125
3633751,-0.8956006898
3635577,-0.8960423869
3637403,-0.8964470212
3639229,-0.8966438848
3641055,-0.8967094034
3642881,-0.8967268672
3644707,-0.8967298316
3646533,-0.8967289502
3648359,-0.896727412
3650009,-0.8967262309